Words,Labels
"['e', 'Lock', 'off', 'your', 'motive', 'with', 'the', 'car', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['LMAOO', '!']","['O', 'O']"
['!'],['O']
"['GIVE', 'IT', 'TO', 'HIM', '!']","['O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['Black', 'women', 'are', 'the', 'WORST', 'DRIVERS', 'in', 'the', 'UNIVERSE', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['Im', 'waiting', 'for', 'you', 'to', 'get', 'the', 'Xiaomi', 'Mi', '6', ',', 'really', 'curious', 'on', 'how', 'it', 'will', 'survive', 'your', 'unrealistic', 'yet', 'very', 'justifiable', 'torture', 'test', 'Dumbass', 'mo', 'does', 'n', ""'"", 't', 'know', 'how', 'to', 'throw', 'a', 'football', 'Make', '2017', 'the', 'year', 'of', 'POCs', 'in', 'lead', 'roles', 'please', 'Herge', ""'"", 's', 'rocket', ""'"", 'designs', ""'"", 'were', 'pretty', 'similar', 'to', 'what', 'spacex', 'is', 'doing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['so', 'I', ""'"", 'm', 'guessing', 'this', 'idea', 'is', 'pretty', 'old', ',', 'good', 'on', 'him', 'making', 'it', 'work', 'tho', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'remember', 'the', 'beginning', 'music', 'from', 'this', 'old', 'movie', '""', 'The', 'Three', 'Stooges', '""', 'ah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Good', 'movie', '.']","['O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Who', 'else', 'was', 'fanboying', 'out', 'of', 'their', 'fucking', 'mind', 'and', 'yelling', '""', 'YES', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['YES', '!']","['O', 'O']"
"['YES', '!']","['O', 'O']"
"['""', 'at', 'the', 'screen', 'when', 'Jack', 'was', 'transformed', 'into', 'his', 'classic', 'self', 'and', 'got', 'his', 'sword', 'back', '?']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'what', 'age', 'can', 'babies', 'fight', 'for', 'the', 'death', '""', 'Lmao', 'Best', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Francis', '.']","['B-person', 'O']"
"['Ever', '.']","['O', 'O']"
"['Also', '.']","['O', 'O']"
['.'],['O']
['.'],['O']
"['everyone', 'at', 'Nintendo', 'corporate', 'should', 'be', 'forced', 'to', 'watch', 'this', '.']","['O', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'like', 'Mal', ""'"", 's', 'blonde', 'hair', 'with', 'the', 'purple', 'tips', ',', 'but', 'I', 'absolutely', 'LOVE', 'her', 'purple', 'hair', '💜', '💜', '💜', '💜', '💜', '💜', '💜', '💜', 'YOU', 'NEED', 'TO', 'TELL', 'ME', 'WHERE', 'YOU', 'GOT', 'EVERYTHING', 'IN', 'YOUR', 'ROOM', 'SO', 'obsessed', 'with', 'Girl', 'Boss-', 'watched', 'them', 'all', 'in', 'like', '3', 'days', 'hahah', '!']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['so', 'funny', '!']","['O', 'O', 'O']"
"['audi', 'mercedes', 'bmw', 'Great', 'animation', 'mate', ',', 'i', 'am', 'giving', 'you', 'a', 'like', ',', 'but', 'next', 'time', 'try', 'to', 'work', 'a', 'little', 'bit', 'harder', 'on', 'the', 'story', 'itself', '.']","['B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', ""'"", 's', 'not', 'bad', ',', 'but', 'it', 'can', 'be', 'better', ':', ')', 'Is', 'it', 'just', 'me', 'or', 'is', 'this', 'along', 'with', 'Saturday', 'Night', 'Live', 'just', 'not', 'funny', 'like', 'it', 'used', 'to', 'be', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Like', 'the', 'jokes', 'were', 'normally', 'on', 'point', 'about', 'Presidents', 'but', 'now', 'they', ""'"", 're', 'weak', 'at', 'best', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['DJ', 'Khaled', 'looks', 'exactly', 'like', 'Cartman', 'from', 'south', 'park', 'The', 'only', 'reason', 'why', 'Lil', 'Yachty', 'does', 'n', ""'"", 't', 'remember', 'the', 'last', 'time', 'he', 'was', 'wrong', 'because', 'hes', 'a', 'crack', 'head', '.']","['B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wish', 'it', 'was', 'on', 'June', '15', '2017', 'Trump', 'will', 'make', 'the', 'Universe', 'great', 'again', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O']"
"['WTF', 'is', 'going', 'on', 'I', 'can', 'see', 'Trump', 'saltmining', 'Inc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O']"
"['had', 'discovered', 'another', 'source', ',', 'this', 'comment', 'section', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'was', 'there', 'LOL', 'did', 'you', 'go', 'on', 'the', 'big', 'rides', 'like', 'saw', 'swarm', 'so', 'if', 'detta', 'copy', 'why', 'fagtel', 'no', 'tek', 'back', 'wey', 'im', 'copy', 'break', 'im', 'down', 'u', 'pussy', 'face', 'plaza', 'fans', 'u', 'tink', 'a', 'flopcorn', 'fishmarco', 'fagylee', 'are', 'fasicka', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', ""'"", 's', 'a', 'gully', 'detta', '🌎', 'Love', 'this', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', ""'"", 's', 'great', 'to', 'see', 'players', 'doing', 'this', 'like', 'this', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['From', 'a', 'United', 'fan', '.']","['O', 'O', 'B-group', 'O', 'O']"
"['sml', 'idea', ':', 'Codys', 'real', 'parents', 'Cant', 'you', 'dissolve', 'the', 'plastic', 'that', 'goes', 'around', 'the', 'charging', 'coil', 'and', 'replace', 'it', 'with', 'a', 'clear', 'plastic', 'instead', '?']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Or', 'just', 'get', 'a', 'replacement', 'clear', 'coil', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Who', 'Ships', 'Noah', 'and', 'Courtney', 'I', 'clicked', 'on', 'this', 'out', 'of', 'Boredom', 'and', 'ended', 'up', 'loving', 'every', 'second', 'of', 'it', 'hahah', '""', 'who', 'put', 'that', 'there', '?']","['O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Lol', 'holy', 'shit', 'that', 'bastard', 'is', 'funny', 'Plz', 'get', 'some', 'Fidget', 'spinners', '(', 'btw', 'I', 'have', 'a', 'rainbow', 'one', ':', 'D', ')', 'Did', 'n', ""'"", 't', 'know', 'they', 'were', 'all', 'Canadian', 'Youre', 'younger', 'than', 'my', 'parents', ';', 'l', 'I', 'do', 'n', ""'"", 't', 'see', 'how', 'Kennedy', 'is', 'not', 'the', 'number', 'one', 'paid', 'country', 'singer', 'he', 'is', 'amazing', 'Jaiden', ',', 'you', 'are', 'so', 'beautiful', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'love', 'you', '.']","['O', 'O', 'O', 'O']"
"['*', 'virtual', 'hug', '*', 'it', ""'"", 's', 'only', 'a', 'matter', 'of', 'time', 'until', 'we', 'get', 'the', 'Heidi', 'break', 'up', 'video', 'into', 'the', 'full', '""', 'I', ""'"", 've', 'loved', 'Becca', 'all', 'along', '""', 'but', 'he', 'aint', 'kobe', 'A', 'lot', 'has', 'changed', 'since', '1956', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Those', 'mules', 'took', 'up', 'a', 'lot', 'more', 'of', 'the', 'trail', 'when', 'my', 'scout', 'troop', 'walked', 'the', 'trail', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fuck', 'that', 'rag', 'bag', '""', 'newspaper', '""', 'murderer', 'of', 'dead', 'ppl', 'fuj', 'that', 'man', 'lost', 'a', 'lot', 'of', 'respect', 'for', 'u', '-', '1', 'sub', '+', '1', 'dislike', 'not', 'welcome', 'in', 'Merseyside', 'or', 'the', 'United', 'Kingdom', 'for', 'that', 'matter', 'that', 'Bagdanovich', 'part', 'I', 'rewind', '3', 'times', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['LMFAO', 'Dr', '.']","['O', 'B-person', 'I-person']"
"['Cox', 'still', 'hittin', 'em', 'with', 'some', 'heavy', 'life', 'lessons', 'Where', ""'"", 's', 'Kishan', '?']","['I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['the', 'movie', 'its', 'not', 'bad', ',', 'eyin', 'omo', 'eda', 'adamo', ',', 'won', 'fi', 'enu', 'gba', 'je', ',', 'kudos', 'to', 'the', 'crews', ',', 'let', 'us', 'appreciate', 'there', 'efforts', ',', 'thanks', 'for', 'the', 'upload', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['yeah', 'but', 'conor', 'makes', 'more', 'than', 'anyone', 'like', 'a', 'million', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['conor', 'makes', 'millions', 'for', 'a', 'fight', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'think', '#', '5', 'is', 'inspired', 'by', '""', 'Who', ""'"", 's', 'on', 'first', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work']"
"['""', 'this', 'makes', 'me', 'EXTREMELY', 'uncomfortable', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['like', 'wow', 'lmfao', 'Could', 'you', 'guys', 'go', 'to', 'Ipswich', ',', 'QLD', 'Beauty', 'and', 'the', 'Beast', 'live', 'action', 'was', 'great', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['on', 'par', 'with', 'the', 'original', ',', 'if', 'not', 'better', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'definitely', 'need', 'more', 'drugged', 'out', 'Coyote', 'Crib', 'videos', 'this', 'was', 'amazing', 'Beyoooooond', 'excited', 'to', 'have', 'you', 'in', 'my', 'life', 'everyday', 'this', 'month', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
"['i', 'love', 'a', 'good', 'Epic', 'Mickey', 'joke', '.']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O']"
"['lovin', ""'"", 'it', '.']","['O', 'O', 'O', 'O']"
"['always', 'good', 'to', 'see', 'someone', 'from', 'englewood', 'doing', 'good', 'for', 'themselves', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O']"
"['instead', 'of', 'ending', 'up', 'sucking', 'dick', 'for', 'some', 'roxys', 'or', 'meth', '😂', 'I', 'wish', 'I', 'had', 'even', 'just', 'a', 'vestige', 'of', 'the', 'life', 'you', 'live', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Not', 'easy', 'to', 'chase', 'your', 'dreams', ';', 'giving', 'up', 'on', 'mine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Congrats', 'man', '.']","['O', 'O', 'O']"
"['That', ""'"", 's', 'freakin', 'awesome', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Loved', 'this', 'vlog', '!']","['O', 'O', 'O', 'O']"
"['Please', 'do', 'more', 'decluterring', 'vlogs', 'xx', 'Jason', ""'"", 's', 'so', 'fucking', 'rude', 'to', 'that', 'girl', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
"['Why', 'is', 'this', 'not', 'hot', '?']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Mean', 'jamHere', '!']","['O', 'O', 'O']"
"['T', '.']","['O', 'O']"
"['i', 'with', 'the', 'political', 'veiw', ',', 'great', 'song', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Chur', 'hey', 'deji', 'make', 'a', 'vidoe', 'on', 'this', 'new', 'fidget', 'thing', 'called', 'a', 'fidget', 'spinner', 'so', 'do', 'a', 'vidoe', 'on', 'it', 'while', 'u', 'try', 'to', 'do', 'tricks', 'with', 'it', 'Had', 'to', 'replay', 'haha', 'But', 'when', 'you', 'throw', 'a', 'slinky', 'on', 'earth', 'it', 'also', 'experiences', '0', 'G', 'but', 'just', 'do', 'n', ""'"", 't', 'stay', 'in', 'the', 'air', 'as', 'long', '(', 'obviously', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['that', 'was', 'a', 'waste', 'of', 'a', '22', 'seconds', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Do', 'something', 'STAR', 'WARS', 'for', 'May', '4', '.']","['O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O']"
"['Oh', ',', 'and', 'Pat', '.']","['O', 'O', 'O', 'B-person', 'O']"
"['May', 'the', 'forth', 'be', 'with', 'you', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['RIP', 'CHIEFS', '.']","['O', 'B-group', 'O']"
"['J', '.']","['B-person', 'I-person']"
"['cole', 'is', 'a', 'Living', 'Legend', '.']","['I-person', 'O', 'O', 'O', 'O', 'O']"
"['🙏', 'Ariana', ""'"", 's', 'voice', 'seems', 'like', 'it', 'has', 'matured', 'a', 'little', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ya', 'see', 'people', '?']","['O', 'O', 'O', 'O']"
"['Most', 'musicians', 'have', 'been', 'pushing', 'themselves', 'years', 'before', 'they', 'get', 'big', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', ""'"", 'm', 'no', 'fan', 'of', 'Sheeran', 'but', 'he', 'has', 'obviously', 'worked', 'really', 'hard', '1', ':', '10', 'Percy', 'the', 'mass-murderer', 'holy', 'fuck', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']"
"['If', 'only', 'Childish', 'Gambino', 'was', 'on', 'the', 'track', 'and', 'in', 'the', 'vid', '!']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'miss', 'Rusty', 'in', 'this', 'video', ',', 'but', 'Carl', 'definitely', 'grew', 'on', 'me', 'in', 'the', '16', 'minutes', 'and', '35', 'seconds', 'we', 'spent', 'with', 'him', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['where', ""'"", 's', 'kishan', '?']","['O', 'O', 'O', 'B-person', 'O']"
"['This', 'is', 'amazing', '!']","['O', 'O', 'O', 'O']"
"['Great', 'Work', '!']","['O', 'O', 'O']"
"['Im', 'a', 'design', 'student', 'myself', 'and', 'use', 'Keyshot', 'for', 'my', 'rendering', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O']"
"['What', 'do', 'you', 'use', 'for', 'your', 'renderings', 'and', 'animations', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'best', 'The', 'Voice', 'winner', '!']","['O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O']"
"['_', 'Some', 'say', 'hes', 'still', 'hanging', 'in', 'there', '_', 'I', ""'"", 'm', 'blown', 'away', 'people', 'actually', 'get', 'rid', 'of', 'the', 'pox', '/', 'papers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Good', 'for', 'him', '-', 'he', 'deserves', 'every', 'penny', 'and', 'more', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Did', 'anyone', 'look', 'at', 'the', 'lyrics', 'and', 'think', 'their', 'talking', 'about', 'the', 'band', 'itself', 'i', 'wish', 'that', 'Tesla', 'will', 'rise', 'and', 'rise', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O']"
"['they', 'want', 'a', 'better', 'future', 'for', 'everyone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['this', 'is', 'my', 'opinion', 'I', 'would', 'like', 'to', 'enter', 'the', 'giveaway', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thank', 'you', '!']","['O', 'O', 'O']"
"['How', 'does', 'MaMlambo', 'cook', 'something', 'for', 'Nosipho', 'when', 'she', 'is', 'in', 'a', 'coma', '?']","['O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['rick', 'and', 'Morty', '!']","['B-creative-work', 'I-creative-work', 'I-creative-work', 'O']"
"['I', 'would', 'love', 'to', 'see', 'a', 'full', 'eye', 'makeup', 'with', 'your', 'palette', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['I', 'own', 'it', 'and', 'I', 'love', 'it', 'so', 'much', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['(', 'Excuse', 'my', 'English', '!']","['O', 'O', 'O', 'O', 'O']"
"[')', '😅', '😘', 'that', ""'"", 's', 'a', 'big', 'Pac-', 'Man', 'amy', 'schumer', 'trying', 'to', 'get', 'in', 'at', 'every', 'sentence', 'is', 'awful', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['but', 'she', 'clearly', 'could', 'n', ""'"", 't', 'remember', 'any', 'other', 'comedians', 'jokes', 'Great', 'variety', 'of', 'shots', 'covered', 'in', 'this', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Very', 'comprehensive', ',', 'well', 'done', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
"['hol', ""'"", 'up', '.']","['O', 'O', 'O', 'O']"
"['something', ""'"", 's', 'not', 'adding', 'up', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'wish', 'the', 'reporter', 'stressed', 'on', 'trump', 'about', 'something', 'useful', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']"
['.'],['O']
"['like', 'social', 'service', ',', 'people', ""'"", 's', 'safety', ',', 'health', ',', 'etc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['trump', 'you', 'are', 'awesome', '.']","['B-person', 'O', 'O', 'O', 'O']"
['.'],['O']
"['you', 'do', 'n', ""'"", 't', 'dodge', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['you', 'speak', 'what', 'you', 'have', 'in', 'mind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Rudy', 'is', 'the', 'modern', 'MysteryGuitarMan', 'U', 'forgot', 'the', 'optical', 'drive', '.']","['B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'remember', 'back', 'in', 'the', '1700', 's', 'no', 'one', 'was', 'fighting', 'to', 'get', 'o', 'the', 'planes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wtf', 'happened', 't', 'society', '?']","['O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['Please', 'will', 'you', 'do', 'an', 'updated', 'skincare', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thanks', 'xx', 'Alan', 'Watts', '💖', 'This', 'was', 'wonderful', '!']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']"
"['Ca', 'n', ""'"", 't', 'wait', 'to', 'see', 'what', 'great', 'things', 'you', 'bring', 'next', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dreymond', ',', 'so', 'much', 'better', 'player', 'than', 'LeQueen', ',', 'complete', 'pkg', 'i', 'love', 'you', 'momo', 'you', 'are', 'soooo', 'beautiful', 'sweet', ',', 'cute', ',', 'lovely', 'women', 'in', 'the', 'world', 'i', 'am', '10', 'year', 'old', '7', 'Transformer', 'movies', '?']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O']"
"['*', 'pulls', 'a', 'gun', 'at', 'my', 'head', '*', 'As', 'I', 'sit', 'here', 'and', 'contemplate', 'moving', 'back', 'in', 'with', 'my', 'parents', ',', 'this', 'is', 'actually', 'depressing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
